"L2","L3","L4","L4 KV:GADM4","Lon","Lat"
"Balibo","Leolima","Sosoana",16716,125.10834,-8.95306
"Balibo","Leolima","Sulilako",16705,125.13204,-8.92651
"Balibo","Leolima","Taumrian",16711,125.05438,-8.9181
"Hatu-Udo","Leolima","Aimerliu",16692,125.57328,-9.1349
"Hatu-Udo","Leolima","Ausur",16697,125.57946,-9.12902
"Hatu-Udo","Leolima","Bismata",16694,125.60486,-9.13203
"Hatu-Udo","Leolima","Bonuk",16688,125.53972,-9.21533
"Hatu-Udo","Leolima","Goulau",16700,125.58599,-9.11476
"Hatu-Udo","Leolima","Groto",16698,125.58872,-9.11987
"Hatu-Udo","Leolima","Hatu-Udo",16699,125.5914,-9.11958
"Hatu-Udo","Leolima","Hutseo 1",16690,125.58631,-9.13691
"Hatu-Udo","Leolima","Hutseo 2",16689,125.57941,-9.15373
"Hatu-Udo","Leolima","Leolima",16702,125.58594,-9.11082
"Hatu-Udo","Leolima","Lese",16691,125.57018,-9.13435
"Hatu-Udo","Leolima","Luru",16696,125.58523,-9.12667
"Hatu-Udo","Leolima","Nonuboka",16693,125.59534,-9.13307
"Hatu-Udo","Leolima","Raesoro",16703,125.58114,-9.10784
"Hatu-Udo","Leolima","Raibere",16704,125.56467,-9.06699
"Hatu-Udo","Leolima","Raisoro",16695,125.59697,-9.13087
"Hatu-Udo","Leolima","Surukraik",16701,125.58253,-9.11004
,"Leorema","Baura",16718,125.37199,-8.65378
,"Leorema","Baura",16725,125.38325,-8.66366
,"Leorema","Buku Mera",16723,125.38972,-8.64426
,"Leorema","Ecapo",16721,125.37171,-8.67891
,"Leorema","Ergoa",16719,125.36424,-8.68302
,"Leorema","Fatuhou",16720,125.36819,-8.68251
,"Leorema","Kutulau",16722,125.37778,-8.64583
,"Leorema","Manulete",16729,125.38961,-8.68464
,"Leorema","Patunero",16728,125.38472,-8.6875
,"Leorema","Railuli",16727,125.3918,-8.67572
,"Leorema","Urema",16724,125.38108,-8.65548
,"Leorema","Urluli",16726,125.37703,-8.6831
,"Leoteala","Banitur",16735,125.29288,-8.68995
,"Leoteala","Hatumasi",16733,125.32367,-8.66749
,"Leoteala","Kaimegoluli",16732,125.30972,-8.67361
,"Leoteala","Leva",16734,125.29028,-8.67778
,"Leoteala","Manati",16736,125.30584,-8.68674
,"Leoteala","Tolema",16730,125.30913,-8.6604
,"Leoteala","Vazetida Algar",16731,125.3316,-8.66528
,"Lepo","Zulo",16738,125.40833,-9.10972
,"Lepo","Zulotos",16737,125.41111,-9.1125
,"Lesuata","Namoluti",16739,125.76111,-8.76667
,"Letefoho","Ailuli",16746,125.6689,-8.99343
,"Letefoho","Akadiruhun",16740,125.65417,-9.0125
,"Letefoho","Kotalala",16745,125.64999,-8.99871
,"Letefoho","Ladiki",16744,125.68487,-8.99569
,"Letefoho","Manico 1",16743,125.644,-9.00087
,"Letefoho","Raiubu",16747,125.656,-8.99151
,"Letefoho","Rilau",16741,125.6516,-9.00972
,"Letefoho","Same",16742,125.64777,-9.00362
,"Letefoho","Tomanamo",16748,125.62828,-8.98804
,"Letemuno","Bubolita",16753,126.54064,-8.61563
,"Letemuno","Lacodala",16752,126.54951,-8.61823
,"Letemuno","Lacolio",16751,126.55278,-8.6125
,"Letemuno","Lebenei",16750,126.54851,-8.59578
,"Letemuno","Tabere",16749,126.54361,-8.59735
,"Leuro","Cacaven Lama",16755,126.90079,-8.54795
,"Leuro","Leuro",16759,126.91908,-8.53126
,"Leuro","Leuro Lama",16761,126.91389,-8.51806
,"Leuro","Luturula",16757,126.91657,-8.53299
,"Leuro","Savarica",16756,126.89984,-8.53952
,"Leuro","Soro Kecil",16758,126.92625,-8.53056
,"Leuro","Sorolua",16754,126.91556,-8.55367
,"Leuro","Soronaureci",16760,126.91313,-8.52484
,"Liaruca","Bahaneu",16762,126.31285,-8.75916
,"Liaruca","Salele",16763,126.2799,-8.73783
,"Libagua","Larimuta",16765,126.64927,-8.4971
,"Libagua","Libagua",16764,126.65717,-8.48857
,"Libagua","Tirilolo",16766,126.65531,-8.49853
,"Lifau","Kampung Baru",16768,126.15691,-8.50423
,"Lifau","Kolam Cina",16769,124.31447,-9.20418
,"Lifau","Laleia",16767,126.16327,-8.53718
,"Lifau","Najalu",16771,124.27784,-9.22306
,"Lifau","Nepobai",16775,124.30331,-9.234
,"Lifau","Oemolo",16774,124.31103,-9.22737
,"Lifau","Postusika",16770,124.32329,-9.20205
,"Lifau","Taosero",16772,124.28373,-9.21954
,"Lifau","Tulaica",16773,124.29465,-9.22774
,"Lihu","Hi",16780,125.43338,-8.66007
,"Lihu","Kamal Pun",16778,125.42774,-8.67068
,"Lihu","Kamal Raihei",16777,125.41963,-8.67722
,"Lihu","Raidu",16776,125.42202,-8.67569
,"Lihu","Railaco",16779,125.42944,-8.66712
,"Lissadila","Darolema",16786,125.22505,-8.66565
,"Lissadila","Esloso",16790,125.23466,-8.67768
,"Lissadila","Glai",16795,125.19985,-8.73376
,"Lissadila","Kaikasa",16788,125.2122,-8.67039
,"Lissadila","Lebuhae",16789,125.23745,-8.67225
,"Lissadila","Lisaico",16784,125.255,-8.66391
,"Lissadila","Manucibia",16785,125.2698,-8.66628
,"Lissadila","Manuquibia",16787,125.23964,-8.66585
,"Lissadila","Nunulisa",16791,125.22334,-8.69018
,"Lissadila","Pelelor",16792,125.24055,-8.6844
,"Lissadila","Siamado",16796,125.2,-8.7373
,"Lissadila","Uluana",16794,125.23484,-8.71756
,"Lissadila","Wategas",16793,125.21545,-8.72393
,"Lissapat","Aitemua",16797,125.36335,-8.74565
,"Lissapat","Gaelema",16800,125.36306,-8.7296
,"Lissapat","Hatupa",16798,125.35897,-8.74179
,"Lissapat","Lauraehou",16801,125.36271,-8.72161
,"Lissapat","Nounanaro",16802,125.35786,-8.71311
,"Lissapat","Tataeulu",16799,125.37247,-8.73864
,"Liurai","Binimalo",16804,125.72915,-8.83166
,"Liurai","Fanulelo",16807,125.74532,-8.81939
,"Liurai","Fohonaro",16803,125.72708,-8.8327
,"Liurai","Marcoluli",16805,125.7375,-8.82917
,"Liurai","Tetilawai",16808,125.74815,-8.81277
,"Liurai","Turiscailau",16806,125.73107,-8.82822
,"Locoliu","Locoliu",16811,126.57092,-8.61147
,"Locoliu","Mocububo",16810,126.57179,-8.62273
,"Locoliu","Waule",16809,126.56533,-8.62166
,"Loi Ulu","Assafadae",16813,126.69796,-8.68368
,"Loi Ulu","Bualale",16815,126.69952,-8.68001
,"Loi Ulu","Denihare",16817,126.69861,-8.67639
,"Loi Ulu","Irabere",16812,126.70417,-8.69541
,"Loi Ulu","Lauaba",16818,126.69167,-8.65417
,"Loi Ulu","Liabuta",16814,126.69754,-8.68284
,"Loi Ulu","Loiulo",16816,126.69963,-8.67817
,"Loi-Huno","Buanurak",16823,126.37455,-8.83085
,"Loi-Huno","Kailatulale",16829,126.37791,-8.78139
,"Loi-Huno","Kaitulai",16827,126.37476,-8.78431
,"Loi-Huno","Loihuno",16828,126.37774,-8.78333
,"Loi-Huno","Samaleo",16825,126.37807,-8.79027
,"Loi-Huno","Uaiheda",16826,126.3779,-8.78452
,"Loi-Huno","Walawau",16824,126.37204,-8.83153
,"Loidahar","Hatululi",16820,125.33606,-8.64381
,"Loidahar","Kotalara",16821,125.32814,-8.59848
,"Loidahar","Manacolohata",16819,125.33344,-8.63492
,"Loidahar","Soatala",16822,125.32329,-8.62179
,"Loilubo","Cautaranau",16783,126.33925,-8.57447
,"Loilubo","Nunoti",16781,126.33683,-8.5711
,"Loilubo","Uaidau",16782,126.33831,-8.57258
,"Lontas","Halimutin",16832,125.2375,-9.10139
,"Lontas","Piron",16830,125.22724,-9.1412
,"Lontas","Tasmil",16831,125.22876,-9.10732
,"Lore I","Chai",16842,127.02069,-8.60559
,"Lore I","Harolata",16835,127.01516,-8.64368
,"Lore I","Ilicoa",16840,127.00457,-8.6087
,"Lore I","Lore",16836,127.01944,-8.64306
,"Lore I","Lori",16833,127.02607,-8.66152
,"Lore I","Maluro",16839,127.01528,-8.63056
,"Lore I","Nualata",16838,126.98641,-8.63143
,"Lore I","Ochochau",16837,127.00955,-8.63658
,"Lore I","Paio",16843,127.09987,-8.58539
,"Lore I","Raca",16841,127.02014,-8.60905
,"Lore I","Vailana",16834,127.02092,-8.64702
"Bobonaro","Lour","Aimea",16845,125.35203,-9.06763
"Bobonaro","Lour","Aisalgusun",16844,125.3491,-9.05788
"Bobonaro","Lour","Galitaz",16849,125.36215,-9.07375
"Bobonaro","Lour","Helikei",16848,125.36236,-9.07158
"Bobonaro","Lour","Oloolo",16847,125.36165,-9.07254
"Bobonaro","Lour","Tasqolo",16846,125.35758,-9.06795
"Zumalai","Lour","Salasa",16850,125.45948,-9.13795
,"Lourba","Gumer",16851,125.34335,-9.01539
,"Lourba","Lourba",16853,125.35487,-9.0169
,"Lourba","Lourbaleten",16852,125.3558,-9.01506
,"Lourba","Ohobin",16856,125.36539,-9.0191
,"Lourba","Sardoli",16854,125.3602,-9.00882
,"Lourba","Zobelis",16855,125.35333,-9.01786
,"Luca","Canlor",16860,126.25696,-8.929
,"Luca","Iramer",16858,126.25723,-8.93148
,"Luca","Umabot",16859,126.25518,-8.92976
,"Luca","Umalor",16857,126.25528,-8.93171
,"Luculai","Hunahai",16862,125.35396,-8.6348
,"Luculai","Lebuana",16861,125.36084,-8.63618
,"Luculai","Metagao",16863,125.35554,-8.64256
,"Luculai","Natare",16864,125.36076,-8.64988
,"Lupal","Amis",16865,125.2798,-9.1591
,"Lupal","Anon",16869,125.34103,-9.17928
,"Lupal","Dilai",16868,125.32263,-9.17112
,"Lupal","Silagolo",16867,125.30478,-9.16813
,"Lupal","Tapo",16866,125.29377,-9.16061
,"Luro","Abere",16875,126.83611,-8.54028
,"Luro","Aelaneno",16874,126.83472,-8.54306
,"Luro","Afaia",16870,126.8342,-8.54614
,"Luro","Fanice",16877,126.83724,-8.53924
,"Luro","Halaena",16871,126.83606,-8.54537
,"Luro","Luro",16872,126.83264,-8.5431
,"Luro","Oroma",16876,126.83366,-8.53859
,"Luro","Ossufaso",16878,126.83158,-8.54715
,"Luro","Uatalano",16873,126.83656,-8.54258
,"Ma'abat","Aitehen",16884,126.03026,-8.51274
,"Ma'abat","Berato",16882,126.01934,-8.51417
,"Ma'abat","Dadean Huhun",16881,126.0429,-8.51923
,"Ma'abat","Maabat",16883,126.02083,-8.5125
,"Ma'abat","Soraha",16879,126.02421,-8.52631
,"Ma'abat","Umasau",16880,126.02486,-8.51238
,"Macadade","Anartutu",16888,125.54583,-8.26111
,"Macadade","Berau",16885,125.55742,-8.29687
,"Macadade","Bite",16887,125.55092,-8.27431
,"Macadade","Maulako",16886,125.57778,-8.28056
,"Macadique","Makadiki",16889,126.51247,-8.84817
,"Macadique","Pafuloain",16890,126.51925,-8.83731
,"Macalaco","Bocilai",16892,126.52361,-8.57222
,"Macalaco","Chefamuai",16899,126.52954,-8.58706
,"Macalaco","Defadae",16894,126.52222,-8.58333
,"Macalaco","Larimuta",16893,126.51389,-8.58333
,"Macalaco","Larubo",16897,126.51229,-8.58675
,"Macalaco","Letemuno",16900,126.53952,-8.59432
,"Macalaco","Luborice",16898,126.52083,-8.58472
,"Macalaco","Macalaco",16891,126.51847,-8.56995
,"Macalaco","Macalira",16895,126.52639,-8.575
,"Macalaco","Samadae",16896,126.5528,-8.57563
,"Macarenhas","Balide",16902,125.57361,-8.56444
,"Macarenhas","Bispo Medeiros",16903,125.57769,-8.56456
,"Macarenhas","Mascarenhas",16901,125.57865,-8.56727
,"Madabeno","Belumhato",16905,125.56895,-8.64799
,"Madabeno","Bislau",16908,125.59346,-8.64336
,"Madabeno","Lisimu",16907,125.58306,-8.64189
,"Madabeno","Manahalu",16909,125.58462,-8.64509
,"Madabeno","Matapati",16906,125.57499,-8.6443
,"Madabeno","Turiscai",16904,125.5925,-8.64186
,"Mahaquidan","Alas",16914,125.78933,-9.02025
,"Mahaquidan","Beremanek",16911,125.79127,-9.02565
,"Mahaquidan","Cnuaalas",16913,125.79641,-9.02114
,"Mahaquidan","Umamean",16912,125.78904,-9.02327
,"Mahaquidan","Wedauberek",16910,125.85278,-9.12083
,"Maina I","Daulaturo",16927,126.91078,-8.39538
,"Maina I","Maina I",16926,126.90853,-8.39624
,"Maina I","Narunteno",16925,126.90982,-8.39808
,"Maina I","Paihara",16923,126.90989,-8.40051
,"Maina I","Soloresi",16924,126.91156,-8.39919
,"Maina II","Cirata",16920,126.88403,-8.46503
,"Maina II","Codo",16918,126.8817,-8.46687
,"Maina II","Kaporo",16928,126.91431,-8.39192
,"Maina II","Keduloro",16916,126.88145,-8.46818
,"Maina II","Laikara",16922,126.87056,-8.44302
,"Maina II","Lereado",16919,126.8839,-8.46686
,"Maina II","Lereira",16917,126.88343,-8.46828
,"Maina II","Maina 2",16921,126.88076,-8.46396
,"Maina II","Tamaro Lama",16915,126.88216,-8.50322
,"Male-Ubu","Atolara",16938,125.37083,-8.99167
,"Male-Ubu","Maliubu",16937,125.3854,-9.00121
,"Male-Ubu","Maliubu",16939,125.3839,-8.99364
,"Malelat","Besatoko",16933,124.29849,-9.44196
,"Malelat","Ejomenu",16935,124.30295,-9.44224
,"Malelat","Fatsuba",16930,124.30096,-9.43846
,"Malelat","Fatumtasa",16932,124.30432,-9.4379
,"Malelat","Fautkabe",16931,124.30632,-9.4357
,"Malelat","Hauknutu",16934,124.3004,-9.44581
,"Malelat","Kobes",16929,124.30915,-9.42998
,"Malelat","Nunfomolo",16936,124.30142,-9.4509
,"Malilait","Grotu",16941,125.33377,-9.01246
,"Malilait","Harare",16940,125.32933,-9.01092
,"Malilait","Malilait",16944,125.32155,-9.02844
,"Malilait","Malilu",16945,125.32782,-9.03141
,"Malilait","Taimea",16943,125.32441,-9.01939
,"Malilait","Uat",16942,125.3197,-9.0229
,"Maluru","Bibiluto",16947,126.3996,-8.92667
,"Maluru","Momomento",16946,126.4022,-8.92802
,"Maluru","Raitahu",16948,126.4014,-8.92354
,"Manapa","Acubira",16950,125.23007,-8.96788
,"Manapa","Manapaatas",16949,125.22873,-8.95135
,"Manehat","Dambohum",16951,125.96817,-8.91402
,"Manehat","Fatobalon",16954,125.97151,-8.91371
,"Manehat","Manehat",16953,125.96735,-8.91313
,"Manehat","Nuahuc",16952,125.97122,-8.91471
,"Manelima","Amanun",16956,125.92003,-8.80485
,"Manelima","Hatomanuc",16958,125.93067,-8.79088
,"Manelima","Kalohan",16961,125.92724,-8.7568
,"Manelima","Lafulau",16957,125.92242,-8.80309
,"Manelima","Lakenu",16955,125.91938,-8.80927
,"Manelima","Maneatun",16959,125.92503,-8.779
,"Manelima","Manelima",16960,125.90255,-8.76712
,"Manelobas","Ernaro",16962,125.65873,-8.84253
,"Manelobas","Hautei",16965,125.67652,-8.82172
,"Manelobas","Hautilo",16963,125.6797,-8.83839
,"Manelobas","Kotamatan",16964,125.6704,-8.82752
,"Manetu","Boroulo",16972,125.68435,-8.84186
,"Manetu","Daulelo",16969,125.68253,-8.85482
,"Manetu","Hahitali",16968,125.65966,-8.86265
,"Manetu","Kirikoli",16967,125.68482,-8.87026
,"Manetu","Lebululi",16970,125.67917,-8.84861
,"Manetu","Maulau",16966,125.66389,-8.87917
,"Manetu","Rusulau",16971,125.67674,-8.84605
,"Manlala","Dauroloc",16973,125.94498,-8.86176
,"Manlala","Lehutula",16975,125.94241,-8.85722
,"Manlala","Manlala",16974,125.94626,-8.85913
,"Manucasa","Fatumering",16977,125.63828,-8.70773
,"Manucasa","Reniatu",16976,125.63785,-8.70915
,"Manufahi","Manufahi",16978,125.9218,-8.83087
,"Manufahi","Teras",16979,125.92083,-8.82778
,"Manumera","Acumata",16982,125.71111,-8.82361
,"Manumera","Faturedelau",16981,125.70429,-8.82597
,"Manumera","Kotalaura",16984,125.71335,-8.81715
,"Manumera","Toileru",16980,125.69615,-8.83095
,"Manumera","Turiscai",16983,125.70833,-8.82257
,"Manusae","Aibote",16985,125.31681,-8.80338
,"Manusae","Bauana",16990,125.35379,-8.78222
,"Manusae","Betutu",16992,125.32967,-8.7798
,"Manusae","Cucara",16998,125.32504,-8.79756
,"Manusae","Ducurai",16993,125.33876,-8.77602
,"Manusae","Gaenoa",16997,125.36702,-8.77175
,"Manusae","Geroboti",16991,125.35826,-8.78086
,"Manusae","Hatete",16994,125.36917,-8.77665
,"Manusae","Hatete",16995,125.37693,-8.7754
,"Manusae","Lebutu",16987,125.36445,-8.79742
,"Manusae","Letemanu",16986,125.33518,-8.79732
,"Manusae","Lurirema",16988,125.36798,-8.78283
,"Manusae","Otete",16989,125.33949,-8.78149
,"Manusae","Uradu",16996,125.35765,-8.77354
,"Manutasi","Berluli",17000,125.51826,-8.98548
,"Manutasi","Gulorlau",17004,125.5085,-8.95829
,"Manutasi","Hatumetaudo",17003,125.50892,-8.96553
,"Manutasi","Mamurlao",16999,125.52319,-8.99104
,"Manutasi","Mantelau",17002,125.5165,-8.97715
,"Manutasi","Mantilu",17005,125.52071,-8.95867
,"Manutasi","Porema",17001,125.51849,-8.98106
,"Maquili","Masilihu",17007,125.58532,-8.29041
,"Maquili","Maumeta",17006,125.57639,-8.29306
,"Matahoi","Matahoi",17010,126.5243,-8.81636
,"Matahoi","Umaquic",17011,126.52803,-8.81584
,"Matahoi","Watulari",17008,126.52809,-8.82572
,"Matahoi","Watulari",17009,126.53339,-8.82208
,"Matai","Kiar",17012,125.27483,-9.30595
,"Matai","Loharai",17013,125.28384,-9.30256
,"Matai","Maior",17015,125.25643,-9.29757
,"Matai","Matai",17014,125.26553,-9.29967
,"Matata","Colaco",17018,125.39004,-8.69763
,"Matata","Gorema",17019,125.38512,-8.69535
,"Matata","Mauane",17016,125.38831,-8.70239
,"Matata","Tarmausoru",17020,125.397,-8.69496
,"Matata","Titibuti",17017,125.40074,-8.70192
,"Matorec","Oroluli",17021,125.76888,-8.84097
,"Mau-Chiga","Goulora",17043,125.56689,-8.9375
,"Mau-Chiga","Hatoquero",17045,125.58056,-8.92917
,"Mau-Chiga","Leotelo",17042,125.53884,-8.96614
,"Mau-Chiga","Mauchiga",17044,125.57113,-8.93475
,"Mau-Nuno","Mauneno",17066,125.47628,-9.0433
,"Mau-Ubu","Arle",17069,125.33906,-8.72952
,"Mau-Ubu","Groto",17068,125.35217,-8.73606
,"Mau-Ubu","Leborema",17067,125.34735,-8.73902
,"Mau-Ubu","Tidibesse",17070,125.34809,-8.71328
,"Mau-Ulo","Mauulo",17071,125.48491,-9.00535
,"Maubaralissa","Baiquenilab",17027,125.21014,-8.65716
,"Maubaralissa","Darulema",17029,125.21774,-8.66563
,"Maubaralissa","Kemipu",17023,125.21944,-8.63472
,"Maubaralissa","Laklema",17024,125.20077,-8.64718
,"Maubaralissa","Lakmade",17025,125.20405,-8.64259
,"Maubaralissa","Lisalara",17028,125.20317,-8.66508
,"Maubaralissa","Nunulete",17026,125.19336,-8.65809
,"Maubaralissa","Vatuguili",17022,125.21215,-8.63509
,"Maubisse","Hatululi",17031,125.58703,-8.85358
,"Maubisse","Hatupae",17039,125.59742,-8.83023
,"Maubisse","Hautato",17040,125.58993,-8.82619
,"Maubisse","Kanurema",17030,125.57639,-8.85417
,"Maubisse","Kaulala",17037,125.58785,-8.83517
,"Maubisse","Kota",17035,125.59579,-8.83817
,"Maubisse","Lekitei",17032,125.59092,-8.85037
,"Maubisse","Maubisse",17036,125.59781,-8.8377
,"Maubisse","Rileko",17038,125.59131,-8.83205
,"Maubisse","Rimori",17033,125.54861,-8.84263
,"Maubisse","Telituko",17034,125.59139,-8.84263
,"Maubisse","Urhou",17041,125.6,-8.825
,"Maudemo","Kawauman",17047,125.18544,-9.36923
,"Maudemo","Kuitaok",17048,125.16201,-9.36639
,"Maudemo","Maudemu",17046,125.18661,-9.38103
,"Maudemo","Tobolo",17049,125.17892,-9.35675
,"Maulau","Anosan",17058,125.65438,-8.80719
,"Maulau","Hahimau",17059,125.64793,-8.84413
,"Maulau","Hatokade",17057,125.68618,-8.78311
,"Maulau","Hatulete",17056,125.6797,-8.78706
,"Maulau","Lokamalikau",17052,125.66667,-8.80972
,"Maulau","Lumululi",17055,125.67023,-8.79775
,"Maulau","Maleria",17054,125.66442,-8.80139
,"Maulau","Rita",17050,125.6151,-8.82771
,"Maulau","Tarabula",17051,125.66405,-8.82115
,"Maulau","Uculoli",17053,125.66468,-8.80332
"Bazartete","Maumeta","Liquiçá",17065,125.34209,-8.58767
"Bazartete","Maumeta","Nartutu",17063,125.34583,-8.58889
"Bazartete","Maumeta","Pisulete",17064,125.34706,-8.58611
"Remexio","Maumeta","Aibana",17060,125.66232,-8.67474
"Remexio","Maumeta","Aioi",17061,125.65306,-8.67056
"Remexio","Maumeta","Tukeu",17062,125.6552,-8.67053
,"Mehara","Louiquero",17075,127.18248,-8.39754
,"Mehara","Malahara",17072,127.14074,-8.47343
,"Mehara","Mehara",17076,127.18705,-8.39468
,"Mehara","Porlamano",17074,127.18998,-8.39773
,"Mehara","Poros",17073,127.11174,-8.42012
,"Meligo","Baleo",17077,125.25518,-8.92411
,"Meligo","Barolara",17086,125.2375,-8.90972
,"Meligo","Bereleu",17087,125.23095,-8.9193
,"Meligo","Daulelo",17081,125.23523,-8.87854
,"Meligo","Harema",17082,125.22778,-8.8875
,"Meligo","Lesuaben",17079,125.25696,-8.92566
,"Meligo","Lisuabe",17088,125.23967,-8.93034
,"Meligo","Mabutease",17084,125.24338,-8.90711
,"Meligo","Marko",17080,125.20942,-8.88202
,"Meligo","Mautilu",17083,125.22859,-8.90345
,"Meligo","Mude",17089,125.23373,-8.93286
,"Meligo","Pisulara",17085,125.2219,-8.91423
,"Meligo","Poerema",17078,125.26595,-8.92387
,"Metagou","Asorlema",17092,125.36105,-8.64181
,"Metagou","Kailelilema",17093,125.35139,-8.62083
,"Metagou","Kaileulema",17090,125.36229,-8.62976
,"Metagou","Metaluli",17091,125.36896,-8.62813
,"Metagou","Metaluli",17094,125.36667,-8.62222
,"Meti Aut","Bekaril",17096,125.61319,-8.54053
,"Meti Aut","Metiaut",17095,125.6024,-8.54647
,"Meti Aut","Pasirputih",17097,125.61622,-8.5325
,"Mindelo","Aidila",17098,125.72083,-8.9
,"Mindelo","Binani",17100,125.71528,-8.88927
,"Mindelo","Maubisse",17099,125.70572,-8.89637
,"Mindelo","Orsenaco",17101,125.69731,-8.87686
,"Mirtutu","Apidou",17104,125.41193,-8.76137
,"Mirtutu","Hatuleta",17106,125.40847,-8.7546
,"Mirtutu","Pohei",17105,125.42001,-8.7572
,"Mirtutu","Railurin",17103,125.40723,-8.76491
,"Mirtutu","Suileo",17107,125.42691,-8.74681
,"Mirtutu","Tatabaoria",17102,125.39478,-8.76692
,"Molop","Anapol",17108,125.36926,-9.10027
,"Molop","Ilhago",17113,125.32638,-9.11754
,"Molop","Loulomo",17110,125.34286,-9.10571
,"Molop","Molop",17109,125.34015,-9.10457
,"Molop","Omelai",17112,125.33468,-9.11457
,"Molop","Pieguda",17111,125.32493,-9.11188
,"Motael","Aitarak",17117,125.5661,-8.54902
,"Motael","Bebora",17114,125.56474,-8.55326
,"Motael","Palapasot",17116,125.56914,-8.55037
,"Motael","Parol",17115,125.56889,-8.55333
,"Motaulun","Kaitcho",17119,125.42626,-8.56702
,"Motaulun","Klaso",17120,125.39816,-8.59236
,"Motaulun","Mauluto",17121,125.40021,-8.5941
,"Motaulun","Motaikun",17118,125.41413,-8.56387
,"Muapitine","Lopohoho",17122,127.11547,-8.56973
,"Muapitine","Lopoloho",17126,127.09543,-8.50667
,"Muapitine","Muapiltine",17129,127.10316,-8.49757
,"Muapitine","Muapitine",17125,127.12342,-8.51132
,"Muapitine","Pehefito",17124,127.10251,-8.51464
,"Muapitine","Pehefito",17127,127.09775,-8.50406
,"Muapitine","Poguinigue",17123,127.07019,-8.52014
,"Muapitine","Vailoro",17128,127.09762,-8.50134
,"Mulo","Aituto",17137,125.59259,-8.90076
,"Mulo","Bleheto",17139,125.55278,-8.89706
,"Mulo","Dare",17131,125.56078,-8.93053
,"Mulo","Ernaro",17132,125.57111,-8.92867
,"Mulo","Haotio",17135,125.58388,-8.91069
,"Mulo","Karaulun",17133,125.57537,-8.92799
,"Mulo","Keorudu",17140,125.52256,-8.89423
,"Mulo","Manumerah",17138,125.57726,-8.89958
,"Mulo","Maulahulu",17141,125.56567,-8.89101
,"Mulo","Qeorema",17142,125.53573,-8.88218
,"Mulo","Suruhati",17130,125.54797,-8.94183
,"Mulo","Tatiri Baru",17134,125.57547,-8.91954
,"Mulo","Tatiri Lama",17136,125.56981,-8.9054
,"Nahareca","Aelita",17145,126.4777,-8.69881
,"Nahareca","Nahareca",17144,126.48117,-8.70036
,"Nahareca","Raila",17143,126.48031,-8.70274
,"Nahareca","Samalari",17146,126.48075,-8.69848
,"Naimeco","Baqui",17147,124.35002,-9.28318
,"Naimeco","Bilahuk",17152,124.36134,-9.28631
,"Naimeco","Bobonoe",17155,124.36878,-9.3024
,"Naimeco","Bonemese",17161,124.3992,-9.31004
,"Naimeco","Kafun",17159,124.3883,-9.28696
,"Naimeco","Kinloki",17154,124.34944,-9.29474
,"Naimeco","Kiubose",17156,124.37647,-9.28548
,"Naimeco","Kiukole",17158,124.38183,-9.28756
,"Naimeco","Kiupenu",17150,124.35007,-9.2891
,"Naimeco","Najaimuti",17153,124.36514,-9.28708
,"Naimeco","Noce",17165,124.40294,-9.32003
,"Naimeco","Nuabatan",17166,124.40739,-9.32223
,"Naimeco","Nubani",17163,124.40289,-9.31427
,"Naimeco","Nunete",17149,124.34534,-9.28547
,"Naimeco","Nunsena",17164,124.42648,-9.30838
,"Naimeco","Nunuhle",17157,124.37778,-9.28611
,"Naimeco","Oelole",17148,124.36494,-9.28254
,"Naimeco","Saenpeo",17151,124.35918,-9.28589
,"Naimeco","Sumuti",17162,124.40163,-9.31246
,"Naimeco","Tenae",17160,124.41717,-9.30383
,"Namanei","Namanei",17167,126.62974,-8.52216
,"Namoleso","Aitoi",17169,125.64714,-8.7132
,"Namoleso","Daro",17168,125.64235,-8.71317
,"Namoleso","Guriqui",17173,125.65452,-8.71909
,"Namoleso","Hautbititalau",17174,125.65755,-8.72248
,"Namoleso","Lakabou",17170,125.64994,-8.71573
,"Namoleso","Maukurunamo",17172,125.64906,-8.71799
,"Namoleso","Seema",17171,125.65331,-8.71506
,"Nanu","Bubularan",17176,125.02818,-9.2858
,"Nanu","Makokon",17175,125.04872,-9.29685
,"Nanu","Nanu",17178,125.0314,-9.27308
,"Nanu","Tradukma",17177,125.02646,-9.28117
,"Nipani","Aosnak",17182,124.40678,-9.18225
,"Nipani","Bausiu",17183,124.41004,-9.17672
,"Nipani","Fatuke",17185,124.46327,-9.17996
,"Nipani","Fatuputi",17180,124.44087,-9.16987
,"Nipani","Meobola",17187,124.47577,-9.17833
,"Nipani","Mopo",17186,124.46894,-9.1794
,"Nipani","Nipane",17188,124.45305,-9.27692
,"Nipani","Oebone",17179,124.43547,-9.16971
,"Nipani","Sacato",17181,124.45781,-9.17245
,"Nipani","Soin",17184,124.4125,-9.175
,"Nunira","Binagua",17189,126.67917,-8.43056
,"Nunira","Borulau",17195,126.64693,-8.48798
,"Nunira","Buiguire",17191,126.63894,-8.45019
,"Nunira","Buscaulari",17193,126.65051,-8.48245
,"Nunira","Larifalo",17192,126.63647,-8.48256
,"Nunira","Nunir",17196,126.65144,-8.48667
,"Nunira","Uacilava",17194,126.63529,-8.48298
,"Nunira","Uassabolo",17190,126.6285,-8.45344
,"Nuno-Mogue","Hatu-Builico",17203,125.51868,-8.89345
,"Nuno-Mogue","Leobutu",17199,125.53856,-8.94616
,"Nuno-Mogue","Lepulau",17201,125.54089,-8.94081
