"L2","L3","L4","L4 KV:GADM4","Lon","Lat"
,"Nuno-Mogue","Mausoro Mata",17204,125.51869,-8.8873
,"Nuno-Mogue","Morocati",17202,125.52664,-8.91924
,"Nuno-Mogue","Nonomogue",17197,125.52365,-8.95899
,"Nuno-Mogue","Nonomoguelao",17198,125.53444,-8.95041
,"Nuno-Mogue","Tukarocoiloeo",17200,125.52214,-8.94416
,"Obulo","Atubrau",17210,125.36631,-8.97534
,"Obulo","Atulara",17207,125.36976,-8.97976
,"Obulo","Biliubu",17206,125.35913,-8.98074
,"Obulo","Lakubu",17211,125.37309,-8.97345
,"Obulo","Motoubu",17208,125.37015,-8.9771
,"Obulo","Obeto",17209,125.36116,-8.97807
,"Obulo","Suriubu",17205,125.35333,-8.98832
,"Odomau","Genuhaan",17212,125.19995,-8.9886
,"Odomau","Ramaskora",17213,125.21332,-8.9885
,"Oe-Leu","Atulaun",17220,125.30142,-9.02809
,"Oe-Leu","Holgen",17215,125.28704,-9.02886
,"Oe-Leu","Mologueng",17217,125.29769,-9.02919
,"Oe-Leu","Mologuenglama",17214,125.27381,-9.05068
,"Oe-Leu","Nelgen",17218,125.28139,-9.03888
,"Oe-Leu","Oeleu",17216,125.29395,-9.0298
,"Oe-Leu","Tasmil",17219,125.28216,-9.03437
,"Ogues","Baulela",17223,125.23016,-9.29074
,"Ogues","Fohorua",17221,125.23405,-9.2931
,"Ogues","Oges",17224,125.21452,-9.26491
,"Ogues","Ogues",17222,125.23198,-9.29206
,"Opa","Lolotoe",17227,125.27157,-9.16599
,"Opa","Mape",17229,125.27371,-9.18068
,"Opa","Moko",17225,125.27349,-9.16309
,"Opa","Raimea",17226,125.27538,-9.16619
,"Opa","Tepa",17228,125.26175,-9.18173
,"Orana","Orana",17230,125.75862,-8.87334
,"Orlalan","Hatolalan",17236,125.94024,-8.74927
,"Orlalan","Hatomalos",17235,125.93486,-8.74658
,"Orlalan","Lei",17232,125.96097,-8.75508
,"Orlalan","Nauleau",17231,125.957,-8.75417
,"Orlalan","Orlalan",17234,125.91619,-8.75095
,"Orlalan","Torilalan",17233,125.90972,-8.75089
,"Osso-Huna","Osso-Huna",17241,126.62584,-8.65342
,"Ossoala","Caidenulale",17239,126.3375,-8.5875
,"Ossoala","Hoineuai",17240,126.34028,-8.58611
,"Ossoala","Loinuno",17238,126.33732,-8.58454
,"Ossoala","Umaanaico",17237,126.33413,-8.5901
,"Ossorua","Ossoroa",17242,126.44444,-8.75417
,"Ossu de Cima","Bacaisi",17246,126.38056,-8.74444
,"Ossu de Cima","Belas",17248,126.37929,-8.7389
,"Ossu de Cima","Borala",17243,126.38092,-8.75214
,"Ossu de Cima","Borala",17249,126.38879,-8.73989
,"Ossu de Cima","Caiuaihoo",17254,126.36766,-8.72136
,"Ossu de Cima","Liamida",17253,126.3693,-8.72755
,"Ossu de Cima","Liawaeoli",17244,126.34177,-8.75178
,"Ossu de Cima","Lugabuti",17252,126.3775,-8.73355
,"Ossu de Cima","Muami",17245,126.40583,-8.74929
,"Ossu de Cima","Ossu",17251,126.36898,-8.73396
,"Ossu de Cima","Uairiu",17250,126.3669,-8.73803
,"Ossu de Cima","Umaanaico",17247,126.37333,-8.74062
,"Ostico","Bahamori",17257,126.34167,-8.5375
,"Ostico","Haunau",17255,126.33432,-8.54071
,"Ostico","Ucobai",17256,126.33528,-8.53665
,"Pairara","Iratchau",17261,126.92473,-8.37614
,"Pairara","Lauten",17262,126.90577,-8.36161
,"Pairara","Levano",17260,126.91983,-8.37846
,"Pairara","Pairara",17259,126.92128,-8.38001
,"Pairara","Puno",17258,126.93611,-8.42927
,"Paramin","Airai",17267,125.40922,-8.92655
,"Paramin","Aliatu",17266,125.40612,-8.92701
,"Paramin","Asio",17268,125.40482,-8.92435
,"Paramin","Atubuti",17263,125.40482,-8.9306
,"Paramin","Atupae",17264,125.40972,-8.9296
,"Paramin","Panmin",17265,125.40386,-8.92829
,"Parlamento","Iparira",17272,126.94101,-8.35209
,"Parlamento","Iraara",17277,127.01786,-8.33886
,"Parlamento","Iralafai",17275,126.98687,-8.34758
,"Parlamento","Laiara",17276,126.9462,-8.34546
,"Parlamento","Lautem",17271,126.93112,-8.35707
,"Parlamento","Moro",17270,126.92917,-8.35833
,"Parlamento","Parlamento",17269,126.93333,-8.36002
,"Parlamento","Serenica",17273,126.94464,-8.34689
,"Parlamento","Soikili",17274,126.98459,-8.34841
,"Poetete","Berluli",17287,125.41031,-8.73453
,"Poetete","Ermera",17281,125.39643,-8.7521
,"Poetete","Lekese",17286,125.39237,-8.73125
,"Poetete","Loblala",17282,125.38535,-8.75258
,"Poetete","Pasehei",17288,125.42639,-8.73056
,"Poetete","Poepung",17280,125.38946,-8.75641
,"Poetete","Porehe",17283,125.4009,-8.74772
,"Poetete","Renatu",17289,125.40231,-8.73072
,"Poetete","Samatrai",17279,125.39419,-8.76131
,"Poetete","Tidibesse",17278,125.38926,-8.76057
,"Poetete","Tlibugeo",17290,125.40364,-8.73901
,"Poetete","Urletepoho",17284,125.4284,-8.74031
,"Poetete","Urluli",17285,125.42762,-8.7375
,"Ponilala","Eroho",17292,125.38031,-8.732
,"Ponilala","Hatoposi",17293,125.38564,-8.72294
,"Ponilala","Kotaheo",17291,125.38104,-8.73441
,"Ponilala","Nunupu",17294,125.38134,-8.72262
,"Ponilala","Sacoco",17295,125.37317,-8.71293
,"Purugoa","Abuti",17304,125.23087,-8.84548
,"Purugoa","Aidabaraeabe",17301,125.22147,-8.80983
,"Purugoa","Aimia",17299,125.24327,-8.79769
,"Purugoa","Banedole",17305,125.21921,-8.85186
,"Purugoa","Banegoa",17297,125.24517,-8.79164
,"Purugoa","Bilimau",17296,125.2239,-8.78337
,"Purugoa","Heda",17302,125.21806,-8.82083
,"Purugoa","Lesupu",17303,125.21806,-8.83611
,"Purugoa","Ritiogoro",17298,125.22216,-8.79486
,"Purugoa","Sabarakalara",17306,125.2235,-8.85638
,"Purugoa","Turema",17300,125.22293,-8.8053
,"Raca","Lilapuho",17307,126.95865,-8.45662
,"Raca","Mauloho",17309,126.96944,-8.43821
,"Raca","Puileti",17308,126.94583,-8.4375
,"Raca","Raca",17310,126.97775,-8.43621
,"Raifun","Dirumdesan",17312,125.22052,-8.98132
,"Raifun","Raefun",17311,125.28513,-8.9974
,"Raiheu","Daruasa",17315,125.295,-8.97222
,"Raiheu","Folete",17317,125.30509,-8.96896
,"Raiheu","Haareme",17314,125.29315,-8.96935
,"Raiheu","Manarema",17313,125.30687,-8.96364
,"Raiheu","Ohana",17316,125.29741,-8.97422
,"Railaco Craic","Kokoa",17318,125.46351,-8.69837
,"Railaco Craic","Railakopu",17320,125.47312,-8.67811
,"Railaco Craic","Riamori",17319,125.4769,-8.6809
,"Railaco Craic","Suwerkeke",17321,125.46532,-8.6743
,"Railaco Leten","Dorema",17322,125.50185,-8.68942
,"Railaco Leten","Kotohuinamo",17325,125.48763,-8.6848
,"Railaco Leten","Manuponihei",17324,125.49937,-8.68661
,"Railaco Leten","Toileso",17323,125.50238,-8.68714
,"Railaco Leten","Tumlero",17326,125.51139,-8.67802
,"Railaco Leten","Tunlero",17327,125.51269,-8.68035
,"Raimea","Audian",17346,125.45321,-9.19772
,"Raimea","Beilako A",17332,125.48366,-9.19758
,"Raimea","Belako B",17331,125.48387,-9.2002
,"Raimea","Fatukao",17340,125.45301,-9.17341
,"Raimea","Harekain",17337,125.48714,-9.18337
,"Raimea","Holitol",17333,125.49722,-9.18797
,"Raimea","Leonti",17338,125.47454,-9.17944
,"Raimea","Lepokanua",17344,125.45789,-9.14826
,"Raimea","Loro",17329,125.46132,-9.21117
,"Raimea","Mape",17343,125.45316,-9.15448
,"Raimea","Nagidal",17345,125.45893,-9.14402
,"Raimea","Oebaba",17335,125.51618,-9.18892
,"Raimea","Oerbora",17336,125.50193,-9.18803
,"Raimea","Oeulitia",17334,125.50972,-9.18889
,"Raimea","Raifila",17339,125.46858,-9.17768
,"Raimea","Raimea",17330,125.46184,-9.21153
,"Raimea","Umaklaran",17328,125.46089,-9.21437
,"Raimea","Zobete",17341,125.44874,-9.16368
,"Raimea","Zumalai",17342,125.45032,-9.15757
,"Raimerhei","Leborema",17347,125.39371,-8.82562
,"Raimerhei","Namto",17350,125.41627,-8.80298
,"Raimerhei","Pugarema",17348,125.39862,-8.8176
,"Raimerhei","Rainerhai",17349,125.40238,-8.8104
,"Rairobo","Atabae",17356,125.15509,-8.81532
,"Rairobo","Faturaseh",17354,125.15152,-8.80195
,"Rairobo","Goulete",17355,125.14583,-8.80833
,"Rairobo","Limanaro",17352,125.1452,-8.7935
,"Rairobo","Poetete",17353,125.17129,-8.79926
,"Rairobo","Tapoboten",17351,125.16251,-8.77705
,"Riheu","Gleno",17361,125.43622,-8.72375
,"Riheu","Gombei",17360,125.43355,-8.73347
,"Riheu","Mangero",17359,125.4359,-8.73912
,"Riheu","Nunutali",17357,125.43662,-8.75054
,"Riheu","Sosoher",17358,125.44009,-8.74636
,"Ritabou","Alecou Baru",17369,125.14674,-8.92005
,"Ritabou","Alecou Lama",17370,125.15326,-8.91762
,"Ritabou","Anahon",17366,125.27966,-9.00983
,"Ritabou","Beabubu",17374,125.20212,-8.93061
,"Ritabou","Beasale",17368,125.21111,-8.9125
,"Ritabou","Diruabe",17375,125.21521,-8.95034
,"Ritabou","Galusapulu",17365,125.26111,-9.01111
,"Ritabou","Koloana",17377,125.21418,-8.96729
,"Ritabou","Korlule",17373,125.17764,-8.93172
,"Ritabou","Lakatil",17367,125.28409,-9.01578
,"Ritabou","Loribia",17363,125.28369,-8.99015
,"Ritabou","Lugululi",17380,125.2311,-8.97125
,"Ritabou","Maahui",17382,125.23695,-8.98435
,"Ritabou","Magalelor",17381,125.23333,-8.98056
,"Ritabou","Maganutu",17362,125.27467,-8.99118
,"Ritabou","Moleana",17371,125.17941,-8.91907
,"Ritabou","Nunutana",17364,125.27916,-8.99513
,"Ritabou","Ritabou",17378,125.21748,-8.96885
,"Ritabou","Ritiudu",17379,125.22714,-8.97255
,"Ritabou","Samelau",17376,125.2125,-8.95972
,"Ritabou","Samutaben",17372,125.21612,-8.9215
,"Ritabou","Uat",17383,125.31111,-8.99583
,"Saboria","Saboria",17384,125.58745,-8.71512
,"Sabuli","Ayalan",17385,125.73436,-8.53614
,"Sabuli","Benunuk",17391,125.74444,-8.52917
,"Sabuli","Kabura",17388,125.73993,-8.53075
,"Sabuli","Lebutu",17389,125.74651,-8.5326
,"Sabuli","Manuleu",17387,125.74412,-8.53112
,"Sabuli","Metinaro",17393,125.74083,-8.52993
,"Sabuli","Pasir Putih",17392,125.71305,-8.52429
,"Sabuli","Sabuli",17390,125.73611,-8.52917
,"Sabuli","Sukaerlaran",17386,125.73902,-8.53243
,"Saburai","Hoololo",17395,125.19861,-9.0875
,"Saburai","Saburai",17394,125.24635,-9.03984
,"Saelari","Bubuloma",17398,126.68813,-8.48485
,"Saelari","Lari-Ledana",17396,126.70854,-8.47683
,"Saelari","Lauhare",17402,126.68769,-8.49343
,"Saelari","Riadae",17399,126.6913,-8.48508
,"Saelari","Saelari",17401,126.69989,-8.48425
,"Saelari","Samalalo",17397,126.68592,-8.48994
,"Saelari","Terubala",17400,126.69527,-8.49078
,"Sagadati","Abuti",17412,126.72194,-8.54053
,"Sagadati","Alacafa",17403,126.67917,-8.50755
,"Sagadati","Auraba",17410,126.70568,-8.51846
,"Sagadati","Beliuali",17404,126.70247,-8.5147
,"Sagadati","Lasula",17407,126.69167,-8.51944
,"Sagadati","Naha-Afa",17411,126.70972,-8.53333
,"Sagadati","One-Bu'u",17408,126.69228,-8.52348
,"Sagadati","Samagata",17409,126.69534,-8.52344
,"Sagadati","Selegua",17406,126.68995,-8.51962
,"Sagadati","Sire-Bu'u",17413,126.72375,-8.5358
,"Sagadati","Ulabuti",17405,126.70683,-8.51053
"Baguia","Samalari","Ira-Osso",17427,126.66379,-8.59945
"Baguia","Samalari","Taubere",17426,126.66938,-8.5908
"Baucau","Samalari","Manulai",17415,126.46582,-8.52183
"Baucau","Samalari","Sorulai",17416,126.47083,-8.51944
"Baucau","Samalari","Visto",17414,126.47343,-8.5161
"Baucau","Samalari","Waidua",17417,126.4811,-8.52827
"Laga","Samalari","Bubodefo",17422,126.66155,-8.4845
"Laga","Samalari","Lalulai",17425,126.67778,-8.49722
"Laga","Samalari","Lari-Sula",17424,126.67044,-8.49091
"Laga","Samalari","Laucolo",17419,126.6677,-8.47408
"Laga","Samalari","Loilaco",17420,126.6619,-8.48261
"Laga","Samalari","Lualari",17418,126.66731,-8.47236
"Laga","Samalari","Samalari",17423,126.66866,-8.4861
"Laga","Samalari","Sorogua",17421,126.66528,-8.48194
,"Samalete","Eraulo",17429,125.51123,-8.66635
,"Samalete","Leburema",17428,125.51576,-8.68377
,"Samalete","Rihiu",17430,125.51429,-8.66051
,"Samara","Petalara",17432,125.30252,-8.8297
,"Samara","Raeluli",17433,125.29148,-8.82677
,"Samara","Samara",17431,125.29654,-8.84032
,"Samoro","Umacuarec",17434,125.93948,-8.86151
,"Sanana'in","Fatuuk",17438,125.97612,-8.64044
,"Sanana'in","Rehatun",17437,125.97547,-8.64154
,"Sanana'in","Tanusa",17435,125.97629,-8.64306
,"Sanana'in","Waiderek",17436,125.97708,-8.64214
,"Sanirin","Aimalai",17439,125.03086,-8.88144
,"Sanirin","Boibun",17447,125.04403,-8.93123
,"Sanirin","Macassar",17448,124.99246,-8.92174
,"Sanirin","Maliaben",17445,125.03998,-8.92507
,"Sanirin","Oemarasi",17440,125.01642,-8.89101
,"Sanirin","Oeminak",17444,125.02372,-8.8887
,"Sanirin","Palaka",17441,125.00303,-8.89539
,"Sanirin","Qima",17443,124.99999,-8.89999
,"Sanirin","Suba Lesu",17442,125.02915,-8.92886
,"Sanirin","Surpatin",17446,125.03667,-8.92864
,"Santa Cruz","Audian",17451,125.58131,-8.55703
,"Santa Cruz","Quintal Bot",17449,125.58191,-8.56406
,"Santa Cruz","Quintal Qik",17450,125.58257,-8.5602
,"Sau","Ailili",17455,126.0125,-8.5125
,"Sau","Aiteas",17456,126.01558,-8.51074
,"Sau","Iun",17454,126.01598,-8.51459
,"Sau","Lahuoae",17453,126.00694,-8.52083
,"Sau","Malarahu",17452,125.99754,-8.52193
,"Sau","Manatuto",17457,126.01372,-8.51076
,"Sau","Obrato",17458,125.99736,-8.50336
,"Sau","Obrato L",17459,125.99444,-8.49722
,"Seical","Baboro",17460,126.52038,-8.48166
,"Seical","Festou",17470,126.51667,-8.53889
,"Seical","Gamana",17465,126.55898,-8.48489
,"Seical","Lauiboronai",17466,126.51111,-8.49583
,"Seical","Leuque Racabu",17469,126.50694,-8.5143
,"Seical","Locoda",17462,126.53468,-8.47563
,"Seical","Muassufa",17468,126.50532,-8.50401
,"Seical","Seical",17461,126.52221,-8.47538
,"Seical","Seical Baru",17463,126.54264,-8.47611
,"Seical","Umakerek",17467,126.51305,-8.49412
,"Seical","Umarama",17464,126.55545,-8.48445
,"Seloi Craic","Aibitikeou",17475,125.53795,-8.69269
,"Seloi Craic","Casemu",17480,125.5218,-8.71819
,"Seloi Craic","Darhai",17473,125.54432,-8.68626
,"Seloi Craic","Fateran",17472,125.54225,-8.67835
,"Seloi Craic","Halalmeta",17482,125.48949,-8.71894
,"Seloi Craic","Kotbauru",17479,125.5373,-8.7097
,"Seloi Craic","Lidulalan",17477,125.53896,-8.69974
,"Seloi Craic","Lio",17478,125.52074,-8.7129
,"Seloi Craic","Mautobalau",17481,125.48791,-8.71296
,"Seloi Craic","Poalete",17483,125.48303,-8.72908
,"Seloi Craic","Rekoalepa",17474,125.53301,-8.69683
,"Seloi Craic","Sarlala",17471,125.5507,-8.67454
,"Seloi Craic","Siliboro",17476,125.52597,-8.70515
,"Seloi Malere","Aileu",17486,125.56577,-8.72832
,"Seloi Malere","Aileukota",17484,125.56678,-8.7231
,"Seloi Malere","Malere",17485,125.56481,-8.72984
,"Serelau","Adafari",17487,126.85219,-8.43916
,"Serelau","Barofari",17490,126.85434,-8.43589
,"Serelau","Buihomau",17491,126.83141,-8.39758
,"Serelau","Raano",17489,126.85422,-8.43692
,"Serelau","Serelau",17488,126.85504,-8.43867
,"Sibuni","Holmeser",17493,125.34328,-9.08905
,"Sibuni","Mapeop",17494,125.31288,-9.09249
,"Sibuni","Sibuni",17492,125.33104,-9.08733
,"Soba","Butufalo",17497,126.61849,-8.48663
,"Soba","Kotigama",17499,126.6015,-8.46628
,"Soba","Laga",17495,126.59663,-8.47173
,"Soba","Saeuataissi",17496,126.60124,-8.47171
,"Soba","Soba",17498,126.59791,-8.47342
,"Soilesu","Aiaras",17504,125.35278,-9.00278
,"Soilesu","Airas",17502,125.33517,-8.98948
,"Soilesu","Atuela",17503,125.34665,-9.00653
,"Soilesu","Biabusi",17501,125.33967,-8.98311
,"Soilesu","Puruqua",17500,125.325,-8.95694
,"Soro","Gerudu",17507,125.51814,-9.00272
,"Soro","Karlele",17506,125.5296,-9.02213
,"Soro","Orema",17505,125.53475,-9.02792
,"Soro","Poelau",17510,125.51795,-8.99675
,"Soro","Sono",17508,125.51687,-9.00058
,"Soro","Soro",17511,125.51524,-8.99839
,"Soro","Terlora",17509,125.51918,-9.00055
,"Souro","Chaiuacha Lama",17517,126.97244,-8.54988
,"Souro","Comilara",17513,126.92936,-8.55623
,"Souro","Foema",17518,126.94395,-8.54082
,"Souro","Haitupuca",17512,126.97307,-8.5631
,"Souro","Leuro",17520,126.95139,-8.52222
,"Souro","Maurotubuka",17515,126.96874,-8.55177
,"Souro","Naitele",17521,126.95067,-8.51941
,"Souro","Nanacuro",17519,126.94262,-8.53681
,"Souro","Omucano",17516,126.95164,-8.54909
,"Souro","Souro",17522,126.95256,-8.51913
,"Souro","Vaurotubuka",17514,126.9757,-8.553
,"Suai Loro","Akarlaran",17523,125.24608,-9.35072
,"Suai Loro","Audian",17529,125.27778,-9.33333
,"Suai Loro","Beimau",17526,125.28281,-9.34672
,"Suai Loro","Maneikun",17524,125.26809,-9.3469
,"Suai Loro","Nularan",17527,125.27361,-9.34153
,"Suai Loro","Sukabilaran",17528,125.26189,-9.33477
,"Suai Loro","Sukuloro",17525,125.26934,-9.34501
"Aileu Vila","Suco Liurai","Bandeirahun",17536,125.53607,-8.757
"Aileu Vila","Suco Liurai","Fatubesi",17539,125.5132,-8.81315
"Aileu Vila","Suco Liurai","Fatulai",17542,125.47622,-8.79328
"Aileu Vila","Suco Liurai","Kabasfatin",17533,125.56266,-8.73462
"Aileu Vila","Suco Liurai","Kirilelo",17540,125.4958,-8.81731
"Aileu Vila","Suco Liurai","Maurusa",17534,125.51559,-8.74522
"Aileu Vila","Suco Liurai","Raimaso",17537,125.51814,-8.77438
"Aileu Vila","Suco Liurai","Rairema",17538,125.53234,-8.79207
"Maubisse","Suco Liurai","Bertai",17532,125.53022,-8.8471
"Maubisse","Suco Liurai","Erbean",17531,125.54005,-8.84917
"Maubisse","Suco Liurai","Mamude",17530,125.52024,-8.85445
,"Suco-Liurai","Blinklala",17543,125.70933,-8.58212
,"Suco-Liurai","Haukeo",17545,125.71591,-8.57993
,"Suco-Liurai","Laraluha",17544,125.71363,-8.57803
,"Suni-Ufe","Cabana",17551,124.22083,-9.24306
,"Suni-Ufe","Fuabano",17549,124.2125,-9.24618
,"Suni-Ufe","Manuoef",17547,124.21128,-9.28598
,"Suni-Ufe","Neofmuti",17548,124.22912,-9.30734
,"Suni-Ufe","Oelnanoe",17550,124.21667,-9.24444
,"Suni-Ufe","Uthautfoo",17546,124.17083,-9.28333
,"Suro-Craic","Ailau",17552,125.54421,-9.05963
,"Suro-Craic","Bazar",17553,125.54323,-9.05304
,"Suro-Craic","Noulo",17556,125.5378,-9.02944
,"Suro-Craic","Reamori",17555,125.5384,-9.0357
,"Suro-Craic","Surocraic",17554,125.5445,-9.05591
,"Taiboco","Baupat",17568,124.32495,-9.27966
,"Taiboco","Bititim",17581,124.26262,-9.30517
,"Taiboco","Bokon",17557,124.2236,-9.24079
,"Taiboco","Buinsapi",17579,124.28405,-9.29557
,"Taiboco","Fuin",17561,124.25897,-9.23352
,"Taiboco","Itnan",17566,124.32535,-9.27368
,"Taiboco","Kabukpele",17559,124.25135,-9.23859
,"Taiboco","Kanael",17582,124.26528,-9.30307
,"Taiboco","Kiubneko",17572,124.29756,-9.28583
,"Taiboco","Kiusisoh",17565,124.32486,-9.27134
,"Taiboco","Kuanakabun",17564,124.31623,-9.2748
,"Taiboco","Kuanata",17576,124.26505,-9.29211
,"Taiboco","Kuanatui",17574,124.30572,-9.2904
,"Taiboco","Kuangkot",17571,124.2938,-9.28956
,"Taiboco","Kuapal",17577,124.26684,-9.2966
,"Taiboco","Kuatnana",17578,124.28194,-9.29861
,"Taiboco","Maquelab",17560,124.25602,-9.238
,"Taiboco","Nalaen",17563,124.30744,-9.26921
,"Taiboco","Nemun",17585,124.27457,-9.30595
,"Taiboco","Noahluku",17588,124.27152,-9.3092
,"Taiboco","Nuana",17589,124.2625,-9.33611
,"Taiboco","Nuheo",17584,124.26899,-9.307
,"Taiboco","Nunputu",17587,124.27045,-9.31527
,"Taiboco","Oekum",17567,124.3208,-9.28213
,"Taiboco","Oelelo",17573,124.30363,-9.28431
,"Taiboco","Oelkaen",17586,124.27639,-9.30556
,"Taiboco","Oetako",17575,124.31146,-9.28609
,"Taiboco","Patoke",17569,124.2625,-9.28889
,"Taiboco","Patputu",17570,124.26389,-9.28472
,"Taiboco","Poasbot",17583,124.2691,-9.30337
,"Taiboco","Tuinmolo",17558,124.26667,-9.22646
,"Taiboco","Ulas",17562,124.30438,-9.2638
,"Taiboco","Upsena",17580,124.28484,-9.29269
,"Taitudac","Ailora",17593,125.7907,-9.01481
,"Taitudac","Feriksare",17590,125.78148,-9.10167
,"Taitudac","Lurin",17592,125.78142,-9.0159
,"Taitudac","Manos",17591,125.75752,-9.02254
,"Talimoro","Raibiute",17595,125.41724,-8.74324
,"Talimoro","Saheu",17594,125.40663,-8.74525
,"Talimoro","Talimoro",17596,125.42359,-8.74031
,"Talitu","Darlau",17603,125.63196,-8.59526
,"Talitu","Fatokkun",17605,125.6123,-8.63498
,"Talitu","Kalae",17600,125.60576,-8.61316
,"Talitu","Kasmantutu",17597,125.62214,-8.58886
,"Talitu","Kitutu",17598,125.60945,-8.5888
,"Talitu","Kutole",17601,125.608,-8.60821
,"Talitu","Lebuhua",17604,125.62799,-8.60759
,"Talitu","Talitu",17602,125.61449,-8.61051
,"Talitu","Talitu Lama",17599,125.61783,-8.60634
,"Tapo","Oepo",17607,125.25983,-9.06689
,"Tapo","Tapo",17606,125.27083,-9.05417
,"Tapo/Memo","Huluatin",17612,125.18322,-9.01718
,"Tapo/Memo","Lep Guen",17611,125.19104,-9.01584
,"Tapo/Memo","Manu Amang",17610,125.11592,-8.96007
,"Tapo/Memo","Memo",17613,125.18461,-9.01856
,"Tapo/Memo","Pip Galak 1",17614,125.18934,-9.02125
,"Tapo/Memo","Sekar",17608,125.13422,-8.94661
,"Tapo/Memo","Simugol",17615,125.18889,-9.03611
,"Tapo/Memo","Tonobibi",17609,125.14087,-8.9743
,"Taraso","Datoleo",17616,125.48918,-8.65719
,"Taraso","Lakeko",17617,125.49336,-8.65883
,"Taroman","Fatuloro",17618,125.18069,-9.22026
,"Taroman","Lianain",17621,125.17658,-9.19419
,"Taroman","Makous",17619,125.17917,-9.21111
,"Taroman","Taroman",17620,125.17238,-9.19671
,"Tashilin","Baordaikun",17623,125.41022,-9.19933
,"Tashilin","Galitas",17625,125.42116,-9.19728
,"Tashilin","Holgeda",17626,125.42756,-9.1907
,"Tashilin","Karetamute",17628,125.43813,-9.17797
,"Tashilin","Kuluan",17622,125.43554,-9.22273
,"Tashilin","Obugmil",17627,125.43661,-9.18496
,"Tashilin","Tashilin",17624,125.41797,-9.19803
,"Tebabui","Bugas",17630,125.373,-9.01614
,"Tebabui","Tebabui",17629,125.37133,-9.01497
,"Tequino Mata","Boleha",17642,126.62209,-8.50486
,"Tequino Mata","Bulubai",17633,126.59022,-8.47604
,"Tequino Mata","Caicasalari",17632,126.58497,-8.47622
,"Tequino Mata","Caranu",17639,126.56534,-8.48598
,"Tequino Mata","Couguira",17641,126.60278,-8.49722
,"Tequino Mata","Gugulai",17644,126.56182,-8.48177
,"Tequino Mata","Larigua",17643,126.58112,-8.50999
,"Tequino Mata","Mulia",17637,126.56251,-8.48506
,"Tequino Mata","Racolo",17645,126.57201,-8.49145
,"Tequino Mata","Saebere",17631,126.56498,-8.48242
,"Tequino Mata","Samaguia",17635,126.58975,-8.47973
,"Tequino Mata","Sialimo",17638,126.56389,-8.48472
,"Tequino Mata","Telibudae",17636,126.5942,-8.47704
,"Tequino Mata","Tequino Mata",17634,126.58655,-8.47796
,"Tequino Mata","Uarinana",17640,126.59804,-8.48616
,"Tiarlelo","Lebutilau",17647,125.35264,-8.91318
,"Tiarlelo","Tiarlelo",17646,125.37565,-8.92536
,"Tibar","Fahita",17654,125.46527,-8.61926
,"Tibar","Fatunia",17652,125.4867,-8.58691
,"Tibar","Husbuk",17648,125.48611,-8.56294
,"Tibar","Kampungbaru",17651,125.48254,-8.57455
,"Tibar","Libaulelo",17650,125.49172,-8.56995
,"Tibar","Pokolo",17653,125.48362,-8.61356
,"Tibar","Rihiu",17655,125.47551,-8.62042
,"Tibar","Tibar",17649,125.48861,-8.56954
,"Tibar","Turlio",17656,125.48185,-8.59251
,"Tirilolo","Boropai",17659,126.7885,-8.70543
,"Tirilolo","Boropai",17661,126.79609,-8.69931
,"Tirilolo","Buamunir",17658,126.77465,-8.74497
,"Tirilolo","Etevata",17662,126.81089,-8.69581
,"Tirilolo","Rofo",17657,126.80139,-8.75139
,"Tirilolo","Tirilolo",17663,126.81376,-8.69537
,"Tirilolo","Titiravem",17660,126.82331,-8.70445
,"Tocoluli","Caissahe",17667,125.40972,-8.70052
,"Tocoluli","Fatada",17666,125.43501,-8.70233
,"Tocoluli","Manisu",17664,125.43041,-8.71097
,"Tocoluli","Marobo",17665,125.4239,-8.70149
,"Tohumeta","Fereleometa",17669,125.54945,-8.63554
,"Tohumeta","Tohumeta",17668,125.5372,-8.63456
,"Triloca","Angkasa Baru",17670,126.36128,-8.50495
,"Triloca","Angkasabaru",17674,126.36563,-8.49578
,"Triloca","Dirgantara",17675,126.36719,-8.49185
,"Triloca","Leguiloiuatu",17672,126.3622,-8.51089
,"Triloca","Rajawali",17671,126.36615,-8.49723
,"Triloca","Uaiboila",17673,126.34953,-8.52094
,"Trilolo","Caibolale",17679,126.35831,-8.44518
,"Trilolo","Caicido",17678,126.3998,-8.4416
,"Trilolo","Lialaicese",17677,126.38771,-8.4485
,"Trilolo","Osso-Ua",17680,126.35773,-8.4493
,"Trilolo","Parlemento",17676,126.38481,-8.46005
,"Tulataqueo","Aikurus",17686,125.75799,-8.61765
,"Tulataqueo","Fatubelar",17683,125.72141,-8.62058
,"Tulataqueo","Hatobuti",17685,125.77441,-8.62735
,"Tulataqueo","Nunudamar",17681,125.70937,-8.61575
,"Tulataqueo","Roruli",17684,125.74024,-8.63093
,"Tulataqueo","Samalete",17682,125.71778,-8.61959
,"Tutuala","Chailoro",17691,127.24936,-8.39781
,"Tutuala","Loro",17687,127.25094,-8.39909
,"Tutuala","Tutuala",17689,127.26876,-8.39362
,"Tutuala","Tutuala",17690,127.25718,-8.38928
,"Tutuala","Vero",17688,127.24888,-8.3985
,"Tutuluro","Ailau",17695,125.70476,-8.95034
,"Tutuluro","Batas",17696,125.70554,-8.93785
,"Tutuluro","Bubulau",17694,125.70591,-8.95707
,"Tutuluro","Dalun",17692,125.69306,-8.98472
,"Tutuluro","Hastetuk",17697,125.68959,-8.92759
